"Geneid","NT_shRNA_hepg2_rep1","NT_shRNA_hepg2_rep2","TARDBP_shRNA_hepg2_rep1","TARDBP_shRNA_hepg2_rep2"
"ENSG00000197816.13_3",20,24,61,44
"ENSG00000196116.7_2",782,745,512,436
"ENSG00000136842.13_2",13,10,12,11
"ENSG00000136925.14_2",696,703,642,570
"ENSG00000136937.12_3",1880,1937,976,905
"ENSG00000136936.10_2",231,233,243,233
"ENSG00000214417.4_4",5,15,4,4
"ENSG00000136932.13_2",247,213,250,190
"ENSG00000136929.12_2",0,0,31,33
"ENSG00000136938.8_2",4709,5822,1966,1739
"ENSG00000095380.10_2",1387,1674,996,890
"ENSG00000106785.14_2",1910,1984,2136,2066
"ENSG00000106789.12_2",646,812,494,482
"ENSG00000095383.19_3",82,93,108,94
"ENSG00000136928.6_3",1,1,5,7
"ENSG00000165138.17_2",305,395,362,325
"ENSG00000119514.6_3",2,5,4,3
"ENSG00000106799.12_3",833,829,710,662
"ENSG00000119523.9_2",1294,1157,1129,1271
"ENSG00000106803.9_2",594,786,742,645
"ENSG00000237461.1_5",9,2,4,6
"ENSG00000119508.17_2",9,5,2,2
"ENSG00000255145.2_5",5,3,11,10
"ENSG00000136874.10_3",442,481,262,222
"ENSG00000023318.7_3",1870,1976,2242,2033
"ENSG00000234709.2_4",6,5,7,9
"ENSG00000119509.12_4",417,488,366,341
"ENSG00000136891.13_2",1208,1185,696,668
"ENSG00000066697.14_3",404,497,328,296
"ENSG00000241697.4_3",5,9,1,3
"ENSG00000170681.6_5",70,52,21,20
"ENSG00000148123.14_3",334,321,302,275
"ENSG00000136881.11_2",119,105,2264,2237
"ENSG00000234502.2_4",3,3,78,55
"ENSG00000136897.7_2",2236,2426,1488,1403
"ENSG00000136870.10_5",1055,1112,1122,1084
"ENSG00000136872.18_3",14,12,85,100
"ENSG00000155827.11_2",1754,1903,984,841
"ENSG00000136824.18_3",1581,1890,445,396
"ENSG00000136783.9_2",214,220,220,218
"ENSG00000165028.11_2",18,23,40,30
"ENSG00000165029.15_2",3353,3745,6794,6028
"ENSG00000070214.15_2",1556,1824,1675,1542
"ENSG00000106701.11_4",251,279,216,201
"ENSG00000229419.1_5",154,119,183,157
"ENSG00000106692.14_3",616,699,645,574
"ENSG00000095209.11_3",651,575,107,115
"ENSG00000232486.1_5",6,6,1,0
"ENSG00000148143.12_5",4,0,1,7
"ENSG00000226535.1_5",9,6,7,8
"ENSG00000119318.12_3",6453,6747,5030,4764
"ENSG00000136826.14_4",22,28,10,12
"ENSG00000070061.14_5",5089,6139,7257,6509
"ENSG00000119328.11_2",571,601,382,410
"ENSG00000119326.14_3",1780,1951,960,877
"ENSG00000106771.12_2",2938,3173,3588,3398
"ENSG00000199331.1",5,0,3,4
"ENSG00000260230.3_3",2,1,6,6
"ENSG00000095203.14_2",887,949,1004,990
"ENSG00000070159.13_2",853,938,767,698
"ENSG00000213539.4_4",27,32,16,16
"ENSG00000243444.7_6",15,23,3,3
"ENSG00000241978.9_4",5,6,4,6
"ENSG00000188959.9_2",50,49,27,24
"ENSG00000136810.12_2",2826,2929,1554,1497
"ENSG00000165124.17_2",3,6,12,10
"ENSG00000136813.14_6",3970,4163,2667,2524
"ENSG00000173258.12_3",41,59,37,31
"ENSG00000106853.19_4",267,271,225,174
"ENSG00000059769.19_3",367,367,416,386
"ENSG00000165181.16_3",0,0,4,5
"ENSG00000148154.9_2",435,397,444,436
"ENSG00000259953.1_5",135,97,115,95
"ENSG00000106868.16_4",1638,1592,1177,1193
"ENSG00000225513.1_5",1,3,0,5
"ENSG00000119314.15_4",4666,4630,2474,2295
"ENSG00000119471.14_2",1690,2040,1254,1248
"ENSG00000230185.4_4",22,24,15,12
"ENSG00000165185.14_5",658,824,698,655
"ENSG00000148153.13_2",410,471,248,230
"ENSG00000148158.16_2",987,1039,636,515
"ENSG00000228623.6_2",711,616,339,323
"ENSG00000136866.13_2",91,111,69,51
"ENSG00000136867.10_2",53,69,78,85
"ENSG00000119321.8_5",746,844,638,586
"ENSG00000136868.10_2",2270,2528,2539,2586
"ENSG00000176386.8_2",405,526,208,169
"ENSG00000136875.12_2",1072,1300,661,640
"ENSG00000165188.13_2",18,36,12,11
"ENSG00000148225.15_3",66,67,51,37
"ENSG00000119411.10_2",3,6,2,8
"ENSG00000119431.9_2",174,209,244,171
"ENSG00000148218.15_3",1193,1301,1599,1634
"ENSG00000148229.12_2",2638,2669,1255,1214
"ENSG00000157653.11_2",7,12,9,14
"ENSG00000138835.22_4",537,659,475,433
"ENSG00000227482.1_5",17,25,14,8
"ENSG00000157657.14_4",143,122,122,154
"ENSG00000106927.11_2",8289,11768,28749,24835
"ENSG00000136883.14_4",145,207,105,76
"ENSG00000196739.14_2",13912,17043,20783,18852
"ENSG00000229314.5_2",5383,6705,5953,5618
"ENSG00000228278.3_2",1882,2569,2267,2103
"ENSG00000106948.16_3",267,298,241,230
"ENSG00000095397.13_5",252,302,469,476
"ENSG00000136888.6_2",3223,3351,2769,2419
"ENSG00000157693.14_4",250,276,168,168
"ENSG00000181634.7_2",2,2,6,0
"ENSG00000182752.9_3",31,32,23,34
"ENSG00000256040.2_5",7,7,5,8
"ENSG00000148219.16_4",100,106,66,52
"ENSG00000230894.1_5",5,5,5,2
"ENSG00000119401.10_3",337,324,254,292
"ENSG00000230734.1_2",20,31,26,29
"ENSG00000136869.14_3",88,57,41,42
"ENSG00000234782.3_4",63,78,120,89
"ENSG00000136861.17_2",2439,2928,1980,1829
"ENSG00000106780.8_2",624,582,779,804
"ENSG00000119402.16_2",2166,2397,2249,1919
"ENSG00000214654.8_5",48,55,27,24
"ENSG00000095261.13_1",887,911,560,660
"ENSG00000226752.9_5",225,301,261,220
"ENSG00000119403.14_4",808,1003,284,249
"ENSG00000056558.10_2",46,59,55,56
"ENSG00000106804.7_2",5269,7086,19484,16800
"ENSG00000119397.16_3",1023,1124,340,319
"ENSG00000119396.10_3",1729,1846,1595,1440
"ENSG00000243738.2",2,3,9,3
"ENSG00000148180.19_5",3644,4658,5856,4976
"ENSG00000235865.2_6",2,6,3,4
"ENSG00000148175.12_3",1493,1752,3058,2671
"ENSG00000213467.4_4",9,10,7,6
"ENSG00000136848.17_4",2427,2981,1369,1239
"ENSG00000261534.1_5",13,7,9,19
"ENSG00000175764.14_3",87,90,122,113
"ENSG00000119421.6_2",384,397,305,256
"ENSG00000106852.15_3",86,78,60,46
"ENSG00000119446.13_2",636,628,570,610
"ENSG00000148187.17_3",448,517,418,369
"ENSG00000095303.15_5",7,2,4,5
"ENSG00000232387.2_4",7,6,5,6
"ENSG00000136940.13_2",496,587,248,203
"ENSG00000056586.15_3",1391,1550,2006,1855
"ENSG00000186130.4_2",423,385,342,335
"ENSG00000171448.8_2",458,422,501,460
"ENSG00000261094.2_5",87,93,147,115
"ENSG00000011454.16_3",1641,1700,1354,1276
"ENSG00000236901.6_3",136,168,137,124
"ENSG00000165209.18_3",1271,1383,936,880
"ENSG00000119522.16_3",631,902,846,827
"ENSG00000119408.16_3",1717,2003,2041,1839
"ENSG00000136930.12_2",1640,1944,1207,1072
"ENSG00000136931.9_3",832,1138,957,957
"ENSG00000148200.16_3",1614,1868,1420,1458
"ENSG00000231744.1_5",7,15,3,5
"ENSG00000224020.1_4",3,8,1,6
"ENSG00000236643.1_5",4,6,8,3
"ENSG00000185585.19_3",30,33,14,11
"ENSG00000136942.14_2",3559,5076,4663,3947
"ENSG00000136950.13_2",463,551,405,327
"ENSG00000136935.13_3",1438,1471,906,847
"ENSG00000199313.1",2,5,5,6
"ENSG00000173611.17_4",388,380,384,296
"ENSG00000119414.11_2",1395,1322,775,792
"ENSG00000136933.16_3",600,735,608,595
"ENSG00000044574.7_2",28634,36577,23492,20923
"ENSG00000165219.21_4",1334,1480,1378,1175
"ENSG00000214593.3_5",1,4,8,3
"ENSG00000119487.16_4",1658,1800,1095,1092
"ENSG00000167081.16_3",420,436,179,184
"ENSG00000196814.14_2",783,949,894,776
"ENSG00000169155.9_3",492,489,502,473
"ENSG00000177125.5_3",246,359,501,472
"ENSG00000136828.18_4",182,193,548,447
"ENSG00000136859.9_2",227,302,833,875
"ENSG00000136895.18_5",199,239,262,249
"ENSG00000271833.1_6",5,11,6,12
"ENSG00000136856.17_3",305,393,396,351
"ENSG00000196152.10_3",135,123,149,127
"ENSG00000197958.12_3",9973,13038,11493,10342
"ENSG00000201302.1",7,9,4,6
"ENSG00000148356.13_3",415,510,507,526
"ENSG00000200788.1",1,5,4,1
"ENSG00000136830.11_2",820,1170,609,611
"ENSG00000136854.20_5",612,633,495,534
"ENSG00000187024.14_4",44,32,40,23
"ENSG00000160401.14_3",3,3,4,9
"ENSG00000160404.17_2",145,164,159,161
"ENSG00000136807.13_3",614,680,396,335
"ENSG00000136877.14_4",489,590,348,322
"ENSG00000106991.13_2",30,25,13,10
"ENSG00000225032.5_5",4,6,7,7
"ENSG00000106992.18_4",68,60,61,47
"ENSG00000160408.14_3",7,6,9,5
"ENSG00000136840.18_3",305,388,398,431
"ENSG00000136908.17_2",460,513,336,337
"ENSG00000167106.11_2",2547,2370,1133,1132
"ENSG00000171169.8_2",65,84,75,63
"ENSG00000148339.12_5",299,301,445,395
"ENSG00000234771.3_5",197,279,344,306
"ENSG00000148334.14_3",654,775,560,491
"ENSG00000148346.11_3",5,8,4,3
"ENSG00000171159.4_2",78,95,98,84
"ENSG00000148337.20_5",3022,3241,2832,2949
"ENSG00000106976.20_2",87,97,55,54
"ENSG00000167110.17_4",2051,2344,2727,2406
"ENSG00000175854.11_4",188,278,188,155
"ENSG00000167112.9_3",934,984,786,739
"ENSG00000167113.10_3",419,587,659,576
"ENSG00000167114.12_3",325,404,422,333
"ENSG00000167118.10_2",1047,1038,720,930
"ENSG00000167123.18_5",473,534,959,919
"ENSG00000273186.1_6",6,3,9,5
"ENSG00000136811.16_5",1773,2053,917,818
"ENSG00000119392.14_2",927,996,478,467
"ENSG00000197694.15_5",6859,8052,5267,4865
"ENSG00000280758.1_5",5,4,0,1
"ENSG00000119333.11_2",211,302,121,124
"ENSG00000119335.16_3",8679,9587,4033,3832
"ENSG00000160447.6_2",510,721,332,291
"ENSG00000160446.18_5",239,274,235,253
"ENSG00000223478.1_5",10,18,12,10
"ENSG00000160445.10_3",445,576,620,564
"ENSG00000107021.15_2",458,611,545,509
"ENSG00000167136.6_2",65,112,93,73
"ENSG00000198917.12_5",687,731,596,604
"ENSG00000171097.13_5",148,204,200,186
"ENSG00000136802.11_2",1111,1206,1399,1434
"ENSG00000175287.18_3",108,128,121,95
"ENSG00000175283.7_2",479,489,569,517
"ENSG00000095319.14_3",2157,2640,1641,1578
"ENSG00000267834.1_5",1,1,7,0
"ENSG00000148341.17_3",646,736,683,658
"ENSG00000148343.18_5",181,227,219,174
"ENSG00000167130.17_4",470,611,472,406
"ENSG00000095321.16_4",824,1026,1567,1442
"ENSG00000119383.19_5",1104,1370,851,808
"ENSG00000188483.7_2",144,172,129,168
"ENSG00000233901.5_4",15,7,16,13
"ENSG00000261334.1_5",1,2,2,6
"ENSG00000204054.13_5",483,594,781,716
"ENSG00000227619.1_5",7,14,9,11
"ENSG00000148335.14_2",260,352,189,149
"ENSG00000148331.11_2",164,185,213,205
"ENSG00000136816.15_2",464,553,621,505
"ENSG00000136827.11_3",733,819,568,485
"ENSG00000136819.15_3",1625,1612,908,872
"ENSG00000136878.12_3",180,217,233,199
"ENSG00000187239.16_3",1329,1435,1092,1064
"ENSG00000148358.19_3",2010,2138,2235,2048
"ENSG00000107130.9_2",313,306,118,122
"ENSG00000130707.17_2",532,593,760,724
"ENSG00000238298.1",3,0,0,5
"ENSG00000107164.15_3",2599,2633,2255,1950
"ENSG00000130711.3_2",3,8,4,4
"ENSG00000130713.15_4",628,755,349,302
"ENSG00000097007.17_4",1523,1978,1304,1241
"ENSG00000130720.12_2",47,31,17,21
"ENSG00000050555.17_3",27,31,10,13
"ENSG00000126878.12_2",436,545,509,478
"ENSG00000126883.16_3",2941,2965,2345,2215
"ENSG00000126882.12_3",13,17,19,10
"ENSG00000160539.5_3",10,10,13,16
"ENSG00000130723.19_5",5244,6104,3785,3801
"ENSG00000176868.2_5",6,4,8,7
"ENSG00000130714.15_3",385,496,531,467
"ENSG00000130717.12_2",227,324,344,312
"ENSG00000283526.1_5",0,0,9,6
"ENSG00000107263.18_3",1298,1608,1867,1779
"ENSG00000160563.13_3",274,317,196,190
"ENSG00000107290.13_4",2673,2936,1818,1678
"ENSG00000125482.12_2",341,422,157,152
"ENSG00000125485.17_4",359,360,249,181
"ENSG00000125484.11_2",840,1047,628,598
"ENSG00000224992.2_6",5,12,7,12
"ENSG00000165698.15_5",25,21,12,12
"ENSG00000165699.14_4",1609,1860,1645,1615
"ENSG00000165702.14_4",1,4,15,14
"ENSG00000196205.8_2",1957,2178,1943,1837
"ENSG00000148308.17_3",1181,1465,995,934
"ENSG00000170835.14_2",85,93,97,93
"ENSG00000170827.9_2",16,16,20,16
"ENSG00000160271.15_5",107,138,97,106
"ENSG00000175164.14_4",7,7,19,26
"ENSG00000148296.6_2",581,781,449,417
"ENSG00000148297.15_4",544,566,400,377
"ENSG00000148303.16_2",10360,14234,9977,9201
"ENSG00000148290.9_3",162,199,168,152
"ENSG00000148291.9_2",144,173,101,82
"ENSG00000148248.13_2",5809,6847,6910,6168
"ENSG00000198870.7_2",15,13,27,28
"ENSG00000148300.11_2",816,1037,513,444
"ENSG00000160323.18_3",36,85,88,66
"ENSG00000160325.14_2",65,118,201,167
"ENSG00000160326.13_3",87,125,171,150
"ENSG00000197859.9_4",86,101,45,56
"ENSG00000225756.1_5",111,163,305,251
"ENSG00000123453.17_3",562,828,966,838
"ENSG00000160293.16_4",1934,2440,2081,2020
"ENSG00000235106.9_5",251,245,165,165
"ENSG00000169925.16_5",1381,1675,1506,1442
"ENSG00000196363.9_2",988,1253,845,853
"ENSG00000186350.10_3",796,1046,996,1001
"ENSG00000130635.15_5",38,17,11,9
"ENSG00000225361.3_5",63,49,85,56
"ENSG00000196422.10_3",410,568,500,434
"ENSG00000160345.12_2",101,99,75,64
"ENSG00000122140.10_4",868,1184,721,704
"ENSG00000122136.13_2",9,14,2,3
"ENSG00000122133.16_3",93,76,79,78
"ENSG00000130559.18_2",939,1028,866,681
"ENSG00000238058.1_5",36,29,21,23
"ENSG00000130560.8_2",474,562,356,346
"ENSG00000148411.7_2",731,912,871,753
"ENSG00000238227.7_6",190,264,229,215
"ENSG00000275329.1_5",8,9,3,8
"ENSG00000165661.16_4",1687,1946,1632,1539
"ENSG00000160360.12_3",102,125,92,73
"ENSG00000187796.14_5",129,195,158,133
"ENSG00000165684.4_3",630,794,661,621
"ENSG00000165689.16_5",1171,1426,740,642
"ENSG00000165688.11_3",1324,1518,954,846
"ENSG00000148384.12_3",270,297,266,235
"ENSG00000148396.18_4",2962,3511,2991,2932
"ENSG00000148400.10_3",38,41,30,42
"ENSG00000172889.15_2",11,11,8,10
"ENSG00000169692.12_2",62,108,29,22
"ENSG00000165716.10_3",19,27,17,16
"ENSG00000233016.6_4",192,279,226,177
"ENSG00000204001.9_3",1,6,0,0
"ENSG00000177984.6_2",44,103,13,13
"ENSG00000244187.7_3",49,101,79,61
"ENSG00000213213.13_3",67,140,127,129
"ENSG00000273066.5_6",326,500,424,431
"ENSG00000228544.1_5",47,43,27,30
"ENSG00000196642.18_4",1987,2788,2263,2164
"ENSG00000265806.1",11,11,7,9
"ENSG00000232434.2_3",113,218,215,210
"ENSG00000054148.17_3",542,779,637,634
"ENSG00000177943.13_3",286,424,272,249
"ENSG00000107223.12_3",2918,3513,2870,2567
"ENSG00000127191.17_2",253,451,183,149
"ENSG00000159069.13_3",932,1159,1101,1087
"ENSG00000176919.12_3",41,48,50,63
"ENSG00000184925.11_2",80,106,85,82
"ENSG00000148362.10_5",38,71,73,52
"ENSG00000169583.12_2",12,9,4,2
"ENSG00000107331.16_4",627,840,716,763
"ENSG00000107281.9_3",75,107,119,115
"ENSG00000054179.11_3",211,324,259,214
"ENSG00000186193.8_2",864,1176,252,250
"ENSG00000197355.10_2",268,326,249,238
"ENSG00000268996.3_5",63,59,47,57
"ENSG00000177239.14_4",1154,1493,1323,1264
"ENSG00000176978.13_2",29,22,25,23
"ENSG00000176884.14_4",7,1,2,1
"ENSG00000176248.8_2",273,406,274,274
"ENSG00000176101.11_2",177,211,144,154
"ENSG00000176058.12_4",378,493,302,303
"ENSG00000187713.6_3",168,214,167,156
"ENSG00000188566.13_4",318,420,275,263
"ENSG00000284976.1_2",140,186,123,91
"ENSG00000212864.3_2",265,351,309,247
"ENSG00000197191.4_2",34,36,20,17
"ENSG00000198569.9_2",13,3,6,5
"ENSG00000188229.5_2",9372,11155,5497,5752
"ENSG00000275549.1_5",4,14,8,5
"ENSG00000188986.6_2",549,705,367,354
"ENSG00000198113.2_2",464,696,708,605
"ENSG00000198435.3_3",30,67,16,15
"ENSG00000187609.15_2",127,145,149,179
"ENSG00000188747.8_4",18,41,58,69
"ENSG00000188833.9_3",2,10,6,6
"ENSG00000165802.22_5",2745,3606,3193,2953
"ENSG00000130653.15_2",72,93,76,73
"ENSG00000182154.7_2",109,173,133,131
"ENSG00000148399.12_3",285,357,275,262
"ENSG00000165724.5_2",373,425,368,316
"ENSG00000197070.13_3",144,225,256,222
"ENSG00000203993.4_5",161,209,136,113
"ENSG00000181090.20_5",1022,1301,974,851
"ENSG00000255585.3_5",4,2,13,12
"ENSG00000159247.13_2",217,285,254,192
"ENSG00000233013.10_5",3,5,3,9
"ENSG00000015171.19_3",2113,2283,1816,1715
"ENSG00000151240.16_2",246,265,394,325
"ENSG00000180525.11_3",210,212,362,307
"ENSG00000107929.14_2",1805,1924,1461,1327
"ENSG00000205740.2_5",15,15,24,17
"ENSG00000107937.18_2",1927,2179,1195,1074
"ENSG00000067064.11_4",2597,3286,3389,3107
"ENSG00000238924.1",1,6,8,9
"ENSG00000047056.15_3",333,382,341,334
"ENSG00000067057.16_3",105,111,23,23
"ENSG00000107959.15_3",1439,1589,1038,907
"ENSG00000067082.14_2",3894,3855,3174,2874
"ENSG00000231298.6_4",90,100,83,76
"ENSG00000187134.13_3",3099,4155,3243,2755
"ENSG00000151632.17_4",1409,1517,1377,1237
"ENSG00000196139.13_4",1374,1818,1595,1402
"ENSG00000198610.10_3",0,7,12,22
"ENSG00000231039.2_5",3,1,16,11
"ENSG00000178462.11_2",4,6,2,1
"ENSG00000173848.18_3",2861,3458,1135,1034
"ENSG00000205488.8_6",9,6,3,2
"ENSG00000196372.12_2",219,282,247,225
"ENSG00000108021.20_4",2488,2842,1902,1675
"ENSG00000057608.16_3",7191,8027,4906,4634
"ENSG00000272764.1_5",7,3,2,4
"ENSG00000134461.15_3",128,186,120,114
"ENSG00000134452.19_4",1294,1433,1141,1065
"ENSG00000134470.20_6",5,6,1,2
"ENSG00000134453.15_3",1997,2331,1122,1101
"ENSG00000170525.20_5",333,529,68,37
"ENSG00000065675.14_2",13,14,5,5
"ENSG00000237943.6_4",66,76,30,31
"ENSG00000198879.11_3",8,1,4,5
"ENSG00000123243.14_3",437,420,189,161
"ENSG00000151655.18_4",25732,33390,78749,71911
"ENSG00000151657.11_2",514,569,347,327
"ENSG00000165629.19_3",3994,4104,2736,2536
"ENSG00000165632.7_2",784,801,415,432
"ENSG00000107485.16_3",4,10,0,2
"ENSG00000213771.3_4",21,22,10,13
"ENSG00000148429.14_2",1706,1724,1414,1325
"ENSG00000148426.12_4",161,191,129,121
"ENSG00000151461.19_3",1426,1582,1187,1041
"ENSG00000181192.11_3",321,382,342,309
"ENSG00000065665.20_3",318,330,253,281
"ENSG00000165609.12_3",1220,1403,930,850
"ENSG00000151465.13_3",2076,2364,1249,1157
"ENSG00000123240.16_4",762,938,1149,981
"ENSG00000065328.16_3",775,818,146,177
"ENSG00000272055.1",7,11,12,11
"ENSG00000107537.13_4",475,551,856,740
"ENSG00000086475.14_2",1552,1762,927,925
"ENSG00000165626.17_4",934,956,1107,1017
"ENSG00000165630.13_3",282,239,168,149
"ENSG00000239665.8_6",315,273,353,352
"ENSG00000151474.22_5",58,33,20,25
"ENSG00000065809.13_5",1443,1460,675,644
"ENSG00000185267.9_3",8,11,15,11
"ENSG00000284024.2_4",361,398,296,266
"ENSG00000187522.15_4",155,223,90,77
"ENSG00000272853.1_5",3,8,11,10
"ENSG00000152455.15_5",654,718,350,296
"ENSG00000152457.17_4",218,219,152,98
"ENSG00000152463.14_3",5,6,5,3
"ENSG00000176244.6_2",78,66,17,7
"ENSG00000176236.6_3",4,6,4,5
"ENSG00000152464.14_3",189,174,148,137
"ENSG00000152465.17_3",300,412,314,269
"ENSG00000148468.16_2",1144,1526,544,445
"ENSG00000148481.13_4",490,432,593,534
"ENSG00000165983.14_2",234,206,213,165
"ENSG00000148484.17_3",1394,1326,768,813
"ENSG00000107611.15_4",13,24,18,19
"ENSG00000107614.21_2",118,136,54,57
"ENSG00000026025.15_5",0,0,19,16
"ENSG00000165996.13_3",161,222,134,123
"ENSG00000260589.1_5",12,22,8,15
"ENSG00000136738.14_2",1618,1516,1115,1035
"ENSG00000240291.1_6",127,139,94,82
"ENSG00000225527.1_6",5,3,5,1
"ENSG00000241058.3_3",375,462,316,249
"ENSG00000165997.4_2",2684,2701,2384,2205
"ENSG00000204740.10_3",63,98,75,74
"ENSG00000120594.16_2",160,154,229,199
"ENSG00000078114.18_3",9,4,3,2
"ENSG00000204682.5_2",123,220,265,219
"ENSG00000180592.16_2",43,41,38,51
"ENSG00000078403.16_4",2251,2387,1896,1882
"ENSG00000223984.1_4",16,14,4,12
"ENSG00000136770.10_4",326,352,351,280
"ENSG00000148444.15_3",94,96,84,115
"ENSG00000168283.13_3",640,609,517,594
"ENSG00000150867.13_3",1670,1481,879,857
"ENSG00000148450.12_4",48,58,56,76
"ENSG00000229932.3_4",7,14,3,10
"ENSG00000165312.6_2",45,63,58,72
"ENSG00000120549.17_5",2453,2405,2903,2851
"ENSG00000107863.17_4",2627,2702,2215,2106
"ENSG00000151023.16_2",17,15,6,12
"ENSG00000185875.12_3",250,232,145,141
"ENSG00000077420.15_3",0,0,4,7
"ENSG00000148459.15_3",251,307,181,191
"ENSG00000136754.17_5",1647,1542,1101,1133
"ENSG00000283709.1_4",30,36,6,14
"ENSG00000107890.16_2",653,782,470,390
"ENSG00000136758.18_3",4539,4956,3900,3555
"ENSG00000120539.14_3",649,762,303,255
"ENSG00000107897.18_3",699,756,515,484
"ENSG00000213770.3_4",0,5,0,5
"ENSG00000099246.16_2",2035,1798,1520,1478
"ENSG00000150054.18_2",373,504,332,329
"ENSG00000254635.5_5",384,394,280,213
"ENSG00000095787.21_4",6425,6638,5189,5117
"ENSG00000095739.10_2",755,668,488,447
"ENSG00000232624.7_5",25,7,9,7
"ENSG00000224597.10_5",475,483,426,362
"ENSG00000197321.14_2",1467,1458,655,589
"ENSG00000225976.5_4",0,5,0,0
"ENSG00000165757.8_5",61,40,12,7
"ENSG00000259994.1_5",42,40,29,20
"ENSG00000107951.14_1",457,527,345,318
"ENSG00000107968.9_2",233,260,134,158
"ENSG00000234814.8_5",20,27,13,8
"ENSG00000183621.15_3",31,32,28,44
"ENSG00000237036.4_4",142,142,71,57
"ENSG00000148516.21_3",888,948,635,628
"ENSG00000165322.17_3",2276,2289,1791,1717
"ENSG00000170759.10_2",9792,10258,6176,5795
"ENSG00000234335.1_4",39,60,36,49
"ENSG00000217094.2_4",23,40,19,20
"ENSG00000120616.15_3",677,709,697,701
"ENSG00000216937.13_4",27,27,30,23
"ENSG00000231245.2_4",6,6,5,5
"ENSG00000273038.2_5",27,16,14,14
"ENSG00000150093.18_3",15214,15488,16977,15435
"ENSG00000229656.6_5",9,3,5,3
"ENSG00000099250.17_5",1745,1657,2691,2270
"ENSG00000238258.1_5",2,3,5,0
"ENSG00000148498.15_5",1542,1772,1250,1182
"ENSG00000108094.14_3",907,952,598,562
"ENSG00000095794.19_5",229,211,178,165
"ENSG00000108100.17_2",1650,1720,1477,1431
"ENSG00000271335.5_5",38,51,56,24
"ENSG00000177283.7_4",7,10,7,2
"ENSG00000229644.6_4",25,30,9,15
"ENSG00000226578.1_5",15,11,10,10
"ENSG00000198105.13_4",725,751,568,517
"ENSG00000225192.1_4",9,7,1,5
"ENSG00000228828.1_4",9,8,3,10
"ENSG00000175395.15_2",117,121,92,70
"ENSG00000189180.15_2",1391,1630,1302,1174
"ENSG00000226086.5_4",5,4,4,3
"ENSG00000075407.18_3",1331,1526,1003,904
"ENSG00000283930.1_4",79,94,136,116
"ENSG00000272983.1_5",6,16,13,7
"ENSG00000099251.14_2",192,236,380,273
"ENSG00000120555.13_4",1,5,3,3
"ENSG00000276805.2_5",100,120,132,121
"ENSG00000225119.3",4,5,1,2
"ENSG00000215146.5_5",11,13,4,10
"ENSG00000234420.7_4",864,1060,704,632
"ENSG00000233837.1_2",9,7,7,14
"ENSG00000196693.14_2",996,1088,942,764
"ENSG00000165733.7_2",2982,3370,1439,1418
"ENSG00000273008.1_5",1,4,6,1
"ENSG00000169826.7_2",500,518,278,234
"ENSG00000198915.11_4",8,5,9,2
"ENSG00000169813.16_3",6994,7990,4088,3656
"ENSG00000230555.2_5",57,41,19,22
"ENSG00000243660.9_3",67,77,46,51
"ENSG00000232004.1_4",14,13,6,11
"ENSG00000198298.12_5",48,55,48,36
"ENSG00000169740.13_2",121,170,117,107
"ENSG00000226790.3_4",31,21,7,8
"ENSG00000234504.2_6",1,1,5,0
"ENSG00000107551.20_3",1060,1274,1242,1078
"ENSG00000165507.8_4",950,1669,1106,971
"ENSG00000165512.4_2",14,27,66,56
"ENSG00000165406.15_3",740,842,721,679
"ENSG00000172671.19_2",167,164,175,160
"ENSG00000230869.1_4",9,6,10,7
"ENSG00000237840.6_4",8,13,15,10
"ENSG00000172661.18_3",672,755,591,528
"ENSG00000188234.13_3",91,89,64,89
"ENSG00000239883.8_3",3,13,9,6
"ENSG00000204177.6",10,16,12,7
"ENSG00000272430.1_5",2,5,6,12
"ENSG00000229927.2_2",7,8,7,7
"ENSG00000165874.13_4",4,1,11,7
"ENSG00000229227.8_6",4,4,3,6
"ENSG00000231187.2_5",44,59,112,93
"ENSG00000204172.7",6,7,1,5
